,-2,62,58,60,53,63,55,-1,65,67,72,68,70,73,75,77,66,61,71,59,54,64,56,57,69,52,74,76,80,84,85,82,87,79,78,83,81,86,94,91,89,92,88,90,93,99,95,96,97,98,100,51,50,101,49,104,102,46,43,39,48,45,47,44,40,41,42,38
-2,0.648380177,0.920245399,0.906884876,0.913655561,0.846153846,0.920420095,0.875690608,0.983917326,0.920216108,0.915698963,0.901256002,0.917868121,0.911132407,0.898729814,0.893926091,0.885125575,0.916757314,0.915411356,0.900665524,0.914697194,0.908,0.918771986,0.902542373,0.906356801,0.905817819,0.819277108,0.892681419,0.88714725,0.876159321,0.855342742,0.859280184,0.864657393,0.843183743,0.877886416,0.884840401,0.869427592,0.873374139,0.853670635,0.792553191,0.815683104,0.821455648,0.815498155,0.847121736,0.822197681,0.813267813,0.789473684,0.854330709,0.860335196,0.785046729,0.839285714,0.916666667,0.857142857,0.857142857,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,0.004071453,0.018905722,0.006207675,0.016189582,0,0.003464703,0,0.000169841,0.004397537,0.00057619,2.71E-05,4.33E-05,9.58E-05,0,0,0,0.000858762,0.007145616,2.91E-05,0.009601182,0.004,0.009034218,0,0.002050581,0.000265957,0.012048193,7.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0.000890064,0.00037561,0.0248307,0.012200845,0,0.00054136,0.013812155,6.53E-05,0.000125644,0,0,0,0.000127775,0,0,0,0,0.004248745,0,0.000738552,0,0,0.006355932,0.002734108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0.002158447,0.012144735,0.014108352,0.020412952,0,0.003681247,0.005524862,0.000130647,0.000816686,0.000354578,8.14E-05,8.66E-05,0,0,0,0,5.73E-05,0.001544998,0,0.002215657,0,0.000879437,0.004237288,0.015037594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,4.67E-05,0,0,0,0.134615385,0,0.008287293,2.61E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0.004691368,0.005258545,0.003386005,0.011966213,0.019230769,0.022628844,0.002762431,0.000156777,0.008920719,0.000930769,2.71E-05,0.000692731,0.00025555,2.65E-05,7.98E-05,0,0.003549551,0.013325608,5.81E-05,0.004062038,0,0.002638311,0,0,6.65E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0.000166372,0,0.008465011,0.000234632,0,0,0.071823204,3.92E-05,0,0,0,0,0,0,0,0,0,0,0,0.000369276,0,0,0,0.008885851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,0.041540904,0.000751221,0.00282167,0.00140779,0,0.000757904,0.002762431,0.000169841,0.001507727,0.001196702,0.001302119,0.000952505,0.001245807,0.001431943,0.001463272,0.00138545,0.00137402,0.001158749,0.001307797,0.002215657,0.004,0.001598977,0.006355932,0.003417635,0.001263298,0,0.001545635,0.001360655,0.00158171,0.001680108,0.001255493,0.001494075,0.001524132,0.001525553,0.001394404,0.001318913,0.001434583,0.001488095,0,0.001616815,0.001137225,0.001845018,0.000943693,0.001104362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0.008058897,0.011393514,0.007336343,0.003754106,0,0.015158077,0.002762431,0.000300489,0.022301797,0.010858966,0.000352657,0.003680132,0.001501358,5.30E-05,7.98E-05,0.000176866,0.004007557,0.004248745,5.81E-05,0,0,0.005516469,0,0.002734108,0.001097074,0,5.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0.011356143,0.002003255,0.001128668,0.003988738,0,0.004006063,0,0.000378877,0.016396532,0.026371776,0.001709031,0.004372862,0.004887398,5.30E-05,5.32E-05,8.84E-05,0.00492357,0,0.001307797,0.001107829,0,0.00751519,0,0.000683527,0.011569149,0,0.000334888,8.16E-05,0,0,0,0,0,0.000173358,0,0,4.78E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
