,-2,-1,45,49,52,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,92,93,95
-2,0.64741081,0.983091787,1,1,0.833333333,1,0.022222222,1,0.971428571,1,0.935483871,1,0.923076923,0.956521739,0.980392157,0.927272727,0.884615385,0.889867841,0.967741935,0.932258065,0.869333333,0.977272727,0.927051672,0.920634921,0.907983762,0.790123457,0.97080292,0.850085179,0.836734694,0.882747069,0.926829268,0.915567282,0.862745098,1,0.841269841,0.923076923,0.82962963,0.631578947,0.684210526,0.771428571,0.022222222,0.85,0.5,1,0.022222222
-1,0.034964583,0,0,0,0,0,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0,0.006451613,0.008,0,0,0,0.0067659,0.00617284,0,0.011925043,0,0.006700168,0,0,0.004901961,0,0,0,0,0,0,0,0.022222222,0,0,0,0.022222222
45,3.23E-05,0,0,0,0,0,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0.022222222
49,6.47E-05,0,0,0,0,0,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0.022222222
52,0.000194068,0,0,0,0,0,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0.022222222
54,0.000646893,0,0,0,0.166666667,0,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0.022222222
55,3.23E-05,0,0,0,0,0,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0.022222222
56,0.000646893,0,0,0,0,0,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0.022222222
57,0.001714267,0,0,0,0,0,0.022222222,0,0,0,0.032258065,0,0,0,0,0.006060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0.022222222
58,0,0,0,0,0,0,0.022222222,0,0,0,0,0,0,0,0,0,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0.022222222
59,0.002458195,0,0,0,0,0,0.022222222,0,0,0,0,0,0.007692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0.022222222
60,0.000355791,0,0,0,0,0,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0,0.003225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0.022222222
61,0.005789695,0,0,0,0,0,0.022222222,0,0,0,0.032258065,0,0.030769231,0.043478261,0,0.012121212,0,0.004405286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0.022222222
62,0.001099719,0,0,0,0,0,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0.022222222
63,0.001973025,0,0,0,0,0,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0.022222222
64,0.008377268,0,0,0,0,0,0.022222222,0,0,0,0,0,0.023076923,0,0,0.012121212,0,0.019823789,0,0.003225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0.022222222
65,0.001035029,0,0,0,0,0,0.022222222,0,0,0,0,0,0,0,0,0,0.038461538,0.002202643,0,0.003225806,0.001333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0.022222222
66,0.020312449,0,0,0,0,0,0.022222222,0,0,0,0,0,0,0,0.019607843,0.042424242,0.038461538,0.017621145,0,0.022580645,0.030666667,0,0.003039514,0,0.00270636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0.022222222
