,-2,-1,44,47,49,51,52,53,54,55,56,57,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,97,99,101
-2,0.609543025177617,0.9689213893967094,1.0,0.019230769230769232,1.0,1.0,0.5714285714285714,1.0,0.7692307692307693,0.019230769230769232,0.9545454545454546,0.813953488372093,0.8609625668449198,0.7333333333333333,0.8392857142857143,0.6867469879518072,0.8333333333333334,0.7907742998352554,0.8125,0.8942857142857142,0.7941176470588235,0.8089887640449438,0.8048192771084337,0.911504424778761,0.8179302711676812,0.9384615384615385,0.8173178458289335,0.875,0.8038740920096852,0.8107515085024685,0.9,0.7967741935483871,0.8888888888888888,0.7952105697770437,0.8464730290456431,0.775,0.7845433255269321,0.8888888888888888,0.8226415094339623,0.8611111111111112,0.68,0.8368421052631579,1.0,0.7441860465116279,1.0,0.725,1.0,1.0,0.9285714285714286,1.0,0.0,0.0
-1,0.05997123784584344,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.07692307692307693,0.019230769230769232,0.0,0.0,0.0106951871657754,0.0,0.0,0.0,0.0,0.004942339373970346,0.0,0.008571428571428572,0.0,0.009831460674157303,0.012048192771084338,0.0,0.002213613724405091,0.0,0.0021119324181626186,0.0,0.0,0.006582556226001097,0.0,0.002150537634408602,0.0,0.005780346820809248,0.0,0.0,0.00702576112412178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2.1464294146686985e-05,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2.1464294146686985e-05,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2.1464294146686985e-05,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,4.292858829337397e-05,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.00017171435317349588,0.0,0.0,0.019230769230769232,0.0,0.0,0.42857142857142855,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2.1464294146686985e-05,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.00023610723561355684,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.15384615384615385,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2.1464294146686985e-05,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0006439288244006096,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0009873575307476014,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.046511627906976744,0.0106951871657754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
