,-2,-1,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,95,96,97,98,99
-2,0.653716126,0.960784314,0.021276596,1,0.021276596,1,1,1,0.983606557,0.923076923,0.931818182,0.882352941,0.914634146,0.956521739,1,0.935211268,0.888,0.864197531,0.873786408,0.908366534,0.926666667,0.955752212,0.835680751,0.85046729,0.882352941,0.825688073,0.844444444,0.860248447,0.863247863,0.737288136,0.808219178,0.794392523,0.805555556,0.75,0.620689655,0.571428571,0.607843137,0.574468085,0.333333333,0.342857143,0.361111111,0.021276596,0.021276596,0.25,1,0.021276596,0.021276596
-1,0.032197478,0,0.021276596,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0.00617284,0,0,0,0,0.004694836,0,0,0,0,0.00310559,0.017094017,0.008474576,0.01369863,0.018691589,0.009259259,0,0.034482759,0.071428571,0,0,0,0.028571429,0.027777778,0.021276596,0.021276596,0,0,0.021276596,0.021276596
54,0.000107325,0,0.021276596,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021276596,0.021276596,0,0,0.021276596,0.021276596
55,0.00064395,0,0.021276596,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021276596,0.021276596,0,0,0.021276596,0.021276596
56,0.000107325,0,0.021276596,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021276596,0.021276596,0,0,0.021276596,0.021276596
57,0.000912262,0,0.021276596,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021276596,0.021276596,0,0,0.021276596,0.021276596
58,0.000160987,0,0.021276596,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021276596,0.021276596,0,0,0.021276596,0.021276596
59,0.002200161,0,0.021276596,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021276596,0.021276596,0,0,0.021276596,0.021276596
60,0.004024685,0,0.021276596,0,0.021276596,0,0,0,0,0.076923077,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021276596,0.021276596,0,0,0.021276596,0.021276596
61,0.00064395,0,0.021276596,0,0.021276596,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021276596,0.021276596,0,0,0.021276596,0.021276596
