,-2,-1,64,67,71,74,77,80,84,87
-2,0.47058823529411764,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0
-1,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.058823529411764705,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.058823529411764705,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
71,0.029411764705882353,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0
74,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
80,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
84,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0
87,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
