,-2,-1,65,68,70,71,72,73,74,75,76,77
-2,0.5394736842105263,0.08333333333333333,1.0,1.0,0.0,0.8,1.0,0.08333333333333333,0.8571428571428571,1.0,0.08333333333333333,0.7142857142857143
-1,0.013157894736842105,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0
65,0.013157894736842105,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0
68,0.013157894736842105,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0
70,0.013157894736842105,0.08333333333333333,0.0,0.0,0.0,0.2,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0
71,0.05263157894736842,0.08333333333333333,0.0,0.0,1.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0
72,0.013157894736842105,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0
73,0.013157894736842105,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0
74,0.15789473684210525,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0
75,0.05263157894736842,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.14285714285714285,0.0,0.08333333333333333,0.0
76,0.02631578947368421,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0
77,0.09210526315789473,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.2857142857142857
