,-2,75,76,77,78
-2,0.769230769,1,1,0.2,0.2
75,0.076923077,0,0,0.2,0.2
76,0.076923077,0,0,0.2,0.2
77,0.038461538,0,0,0.2,0.2
78,0.038461538,0,0,0.2,0.2
