,-2,-1,67,68,70,73,75,76,77,78,79
-2,0.17857142857142858,0.09090909090909091,1.0,1.0,0.7142857142857143,1.0,0.0,0.75,1.0,0.09090909090909091,1.0
-1,0.03571428571428571,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0
67,0.14285714285714285,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0
68,0.10714285714285714,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0
70,0.21428571428571427,0.09090909090909091,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.09090909090909091,0.0
73,0.03571428571428571,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0
75,0.03571428571428571,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.09090909090909091,0.0
76,0.10714285714285714,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09090909090909091,0.0
77,0.03571428571428571,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0
78,0.03571428571428571,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0
79,0.07142857142857142,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0
