,-2,-1,62,65,66,67,68,71,73,74,75,76,77,78,80
-2,0.5072463768115942,0.06666666666666667,1.0,1.0,1.0,0.06666666666666667,0.6,1.0,0.0,0.75,1.0,0.06666666666666667,0.8333333333333334,1.0,1.0
-1,0.014492753623188406,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0
62,0.014492753623188406,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0
65,0.043478260869565216,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0
66,0.028985507246376812,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0
67,0.028985507246376812,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0
68,0.043478260869565216,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.4,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0
71,0.014492753623188406,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0
73,0.014492753623188406,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.25,0.0,0.06666666666666667,0.0,0.0,0.0
74,0.043478260869565216,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,1.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0
75,0.014492753623188406,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0
76,0.014492753623188406,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0
77,0.11594202898550725,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0
78,0.028985507246376812,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.16666666666666666,0.0,0.0
80,0.07246376811594203,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0
