,-2,65,67,71,72,74,75,77
-2,0.7,1.0,1.0,0.125,1.0,1.0,1.0,0.125
65,0.03333333333333333,0.0,0.0,0.125,0.0,0.0,0.0,0.125
67,0.06666666666666667,0.0,0.0,0.125,0.0,0.0,0.0,0.125
71,0.06666666666666667,0.0,0.0,0.125,0.0,0.0,0.0,0.125
72,0.03333333333333333,0.0,0.0,0.125,0.0,0.0,0.0,0.125
74,0.03333333333333333,0.0,0.0,0.125,0.0,0.0,0.0,0.125
75,0.03333333333333333,0.0,0.0,0.125,0.0,0.0,0.0,0.125
77,0.03333333333333333,0.0,0.0,0.125,0.0,0.0,0.0,0.125
