,-2,67,69,73,74,76,77,79,81
-2,0.6571428571428571,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,1.0
67,0.05714285714285714,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
69,0.05714285714285714,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
73,0.05714285714285714,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
74,0.02857142857142857,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
76,0.02857142857142857,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
77,0.02857142857142857,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
79,0.02857142857142857,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
81,0.05714285714285714,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
