,-2,-1,74,77,81,84
-2,0.47058823529411764,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0
-1,0.17647058823529413,0.0,0.0,0.0,0.0,0.0
74,0.11764705882352941,0.0,0.3333333333333333,0.0,0.0,0.0
77,0.11764705882352941,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
81,0.058823529411764705,0.0,0.0,0.0,0.3333333333333333,1.0
84,0.058823529411764705,0.0,0.0,0.0,0.0,0.0
