,-2,68,73,75,80,82,83,85,87
-2,0.7912087912087912,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,1.0
68,0.01098901098901099,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0
73,0.01098901098901099,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0
75,0.07692307692307693,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0
80,0.01098901098901099,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0
82,0.02197802197802198,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0
83,0.01098901098901099,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0
85,0.03296703296703297,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0
87,0.03296703296703297,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0
